"","Name","Age","Nationality","Club","Overall","Potential","Values","Preferred.Foot","Height","Weight","Country"
"3120","J. Thomassen",25,"Netherlands","De Graafschap",65,68,7e+05,"Right",188,78,"Netherlands"
"3121","M. Akça",27,"Turkey","Yeni Malatyaspor",65,65,450000,"Right",183,75,"Turkey"
"3122","Y. Adli",17,"France","Paris Saint-Germain",65,84,1100000,"Right",185,78,"France"
"3123","U. Antuna",20,"Mexico","FC Groningen",65,75,875000,"Right",175,59,"Netherlands"
"3124","M. de Fockert",23,"Netherlands","Excelsior",65,71,550000,"Right",188,73,"Netherlands"
"3125","H. El Mokeddem",19,"France","Toulouse Football Club",65,75,850000,"Left",170,65,"France"
"3126","F. Götze",20,"Germany","FC Augsburg",65,79,1100000,"Right",185,78,"Germany"
"3127","C. Ekuban",24,"Italy","Trabzonspor",65,71,750000,"Right",180,80,"Turkey"
"3128","A. Tahar",28,"Algeria","Boavista FC",65,65,450000,"Right",175,70,"Portugal"
"3129","J. Pohl",22,"Denmark","FC Groningen",65,76,925000,"Right",183,77,"Netherlands"
"3130","H. Matthys",22,"Belgium","Excelsior",65,72,650000,"Left",183,77,"Netherlands"
"3131","A. Sabiri",21,"Germany","Huddersfield Town",65,76,925000,"Right",185,80,"UK"
"3132","F. Kath",23,"Germany","SC Freiburg",65,69,7e+05,"Left",185,78,"Germany"
"3133","R. Janssen",28,"Netherlands","VVV-Venlo",65,65,425000,"Left",178,70,"Netherlands"
"3134","A. Ciranni",22,"Belgium","Fortuna Sittard",65,72,650000,"Right",175,70,"Netherlands"
"3135","A. Ndom",22,"France","Stade de Reims",65,74,725000,"Left",188,80,"France"
"3136","Pedrinho",33,"Portugal","CD Aves",65,65,210000,"Right",178,73,"Portugal"
"3137","K. Veendorp",21,"Netherlands","FC Emmen",65,75,775000,"Right",183,77,"Netherlands"
"3138","V. Damascan",19,"Moldova","Torino",65,79,1200000,"Right",180,69,"Italy"
"3139","B. Körk",38,"Turkey","Akhisar Belediyespor",65,65,40000,"Right",188,73,"Turkey"
"3140","N. Kuipers",25,"Netherlands","ADO Den Haag",65,68,575000,"Right",190,93,"Netherlands"
"3141","D. Doekhi",20,"Netherlands","Vitesse",65,75,775000,"Right",190,80,"Netherlands"
"3142","Jorge Cuenca",18,"Spain","FC Barcelona",65,78,850000,"Left",188,76,"Spain"
"3143","L. Filippini",22,"Italy","Lazio",65,70,6e+05,"Left",183,77,"Italy"
"3144","D. Dankerlui",21,"Netherlands","Willem II",65,73,675000,"Right",173,71,"Netherlands"
"3145","Markel Areitio",21,"Spain","SD Eibar",65,77,775000,"Right",180,69,"Spain"
"3146","E. Ampadu",17,"Wales","Chelsea",65,86,1100000,"Right",183,72,"UK"
"3147","Pité",23,"Portugal","CD Tondela",65,72,650000,"Left",188,78,"Portugal"
"3148","D. Bouzanis",27,"Australia","PEC Zwolle",65,65,375000,"Right",185,84,"Netherlands"
"3149","I. Akdağ",26,"Turkey","BB Erzurumspor",65,66,525000,"Right",178,75,"Turkey"
"3150","U. Nayir",25,"Turkey","Bursaspor",65,70,725000,"Right",190,75,"Turkey"
"3151","J. Caenepeel",21,"Belgium","Excelsior",65,72,775000,"Right",175,69,"Netherlands"
"3152","H. Weydandt",22,"Germany","Hannover 96",65,72,775000,"Right",196,94,"Germany"
"3153","F. Sporkslede",24,"Netherlands","NAC Breda",65,68,575000,"Right",178,69,"Netherlands"
"3154","Javi Jiménez",21,"Spain","Valencia CF",65,73,7e+05,"Right",183,74,"Spain"
"3155","A. Damen",28,"Netherlands","Excelsior",65,67,450000,"Right",185,83,"Netherlands"
"3156","A. Arroyo",24,"Panama","Santa Clara",65,69,725000,"Right",183,82,"Portugal"
"3157","Fran Manzanara",21,"Spain","Levante UD",65,75,775000,"Right",183,72,"Spain"
"3158","F. Olijve",29,"Netherlands","De Graafschap",65,65,525000,"Right",175,73,"Netherlands"
"3159","D. Van den Buijs",22,"Belgium","Heracles Almelo",65,71,625000,"Left",188,78,"Netherlands"
"3160","M. Rosheuvel",27,"Netherlands","NAC Breda",65,65,575000,"Right",175,80,"Netherlands"
"3161","Júnior Tavares",21,"Brazil","Sampdoria",65,74,725000,"Left",178,69,"Italy"
"3162","M. Breij",21,"Netherlands","FC Groningen",65,73,8e+05,"Right",180,72,"Netherlands"
"3163","L. de la Torre",20,"United States","Fulham",64,76,8e+05,"Left",178,68,"UK"
"3164","H. Kamara",24,"France","Stade de Reims",64,68,6e+05,"Left",168,67,"France"
"3165","K. Soni",20,"Cameroon","Girona FC",64,81,1e+06,"Left",183,76,"Spain"
"3166","D. Bertaud",20,"France","Montpellier HSC",64,76,650000,"Right",180,85,"France"
"3167","G. Diangana",20,"England","West Ham United",64,79,1e+06,"Left",175,73,"UK"
"3168","Marcel",25,"Brazil","Portimonense SC",64,69,5e+05,"Right",188,79,"Portugal"
"3169","S. Coulibaly",23,"France","Dijon FCO",64,71,550000,"Right",193,79,"France"
"3170","A. Obispo",19,"Netherlands","PSV",64,78,875000,"Left",185,79,"Netherlands"
"3171","R. Poole",20,"Wales","Manchester United",64,75,675000,"Right",180,74,"UK"
"3172","T. Berni",35,"Italy","Inter",64,64,110000,"Right",185,80,"Italy"
"3173","A. Etemadi",31,"Iran","De Graafschap",64,64,270000,"Right",183,78,"Netherlands"
"3174","M. Chacón",24,"Netherlands","FC Emmen",64,68,575000,"Right",175,72,"Netherlands"
"3175","L. Diaby Fadiga",17,"France","OGC Nice",64,80,9e+05,"Left",188,82,"France"
"3176","E. Lomotey",20,"Ghana","Villarreal CF",64,76,725000,"Right",190,79,"Spain"
"3177","A. Parmak",23,"Turkey","Trabzonspor",64,70,625000,"Right",175,70,"Turkey"
"3178","L. Geertruida",17,"Netherlands","Feyenoord",64,80,8e+05,"Right",185,74,"Netherlands"
"3179","Julen López",22,"Spain","SD Eibar",64,74,625000,"Left",190,84,"Spain"
"3180","I. Çipe",23,"Turkey","Galatasaray SK",64,73,525000,"Right",198,82,"Turkey"
"3181","Sergio López",19,"Spain","Real Madrid",64,80,875000,"Right",178,66,"Spain"
"3182","Q. Braat",20,"France","FC Nantes",64,75,6e+05,"Right",193,90,"France"
"3183","C. Romero",20,"Argentina","Genoa",64,78,9e+05,"Right",185,79,"Italy"
"3184","A. Absalem",21,"Netherlands","FC Groningen",64,72,575000,"Left",175,70,"Netherlands"
"3185","A. Bernede",19,"France","Paris Saint-Germain",64,75,750000,"Left",178,74,"France"
"3186","Bruno Silva",25,"Brazil","Moreirense FC",64,67,475000,"Left",180,73,"Portugal"
"3187","F. Woodman",21,"England","Newcastle United",64,78,825000,"Right",188,83,"UK"
"3188","H. Weigelt",20,"Germany","AZ Alkmaar",64,76,725000,"Left",188,75,"Netherlands"
"3189","Lucas França",22,"Brazil","CD Nacional",64,74,550000,"Right",193,86,"Portugal"
"3190","D. Osei Yaw",19,"France","Toulouse Football Club",64,75,750000,"Right",183,72,"France"
"3191","I. Faraj",19,"France","LOSC Lille",64,80,975000,"Right",178,64,"France"
"3192","O. Atasayar",23,"Turkey","Bursaspor",64,72,575000,"Left",183,74,"Turkey"
"3193","Álex Centelles",18,"Spain","Valencia CF",64,77,7e+05,"Left",185,67,"Spain"
"3194","A. Pinamonti",19,"Italy","Frosinone",64,80,975000,"Right",188,72,"Italy"
"3195","Guillem Jaime",19,"Spain","FC Barcelona",64,80,975000,"Right",178,70,"Spain"
"3196","M. Yıldırım",31,"Turkey","Yeni Malatyaspor",64,64,3e+05,"Right",170,68,"Turkey"
"3197","M. Vitale",20,"Italy","SPAL",64,73,7e+05,"Left",183,76,"Italy"
"3198","Fran García",18,"Spain","Real Madrid",64,79,825000,"Left",170,63,"Spain"
"3199","Mika",21,"Portugal","GD Chaves",64,74,725000,"Right",178,64,"Portugal"
"3200","D. McNeil",18,"England","Burnley",64,79,925000,"Left",183,68,"UK"
"3201","T. Oakley-Boothe",18,"England","Tottenham Hotspur",64,81,925000,"Right",183,68,"UK"
"3202","S. Ichazo",26,"Uruguay","Torino",64,64,325000,"Left",188,83,"Italy"
"3203","K. Coulibaly",25,"France","Willem II",64,66,550000,"Left",183,80,"Netherlands"
"3204","J. Deminguet",20,"France","Stade Malherbe Caen",64,76,8e+05,"Left",178,74,"France"
"3205","C. Dagba",19,"France","Paris Saint-Germain",64,79,875000,"Right",170,62,"France"
"3206","K. Zohi",21,"Ivory Coast","RC Strasbourg Alsace",64,76,825000,"Right",178,75,"France"
"3207","I. Abass",19,"Ghana","1. FSV Mainz 05",64,77,850000,"Right",173,67,"Germany"
"3208","Diego Alende",20,"Spain","RC Celta",64,74,650000,"Right",183,76,"Spain"
"3209","Z. Erkilinc",20,"Netherlands","Heracles Almelo",64,74,725000,"Right",175,72,"Netherlands"
"3210","U. Meras",22,"Turkey","Bursaspor",64,73,6e+05,"Left",178,74,"Turkey"
"3211","F. Moufi",22,"Morocco","CD Tondela",64,72,575000,"Right",178,84,"Portugal"
"3212","R. Williams",19,"England","Manchester United",64,79,875000,"Right",183,75,"UK"
"3213","S. Longstaff",20,"England","Newcastle United",64,78,975000,"Right",180,65,"UK"
"3214","Xesc Regis",21,"Spain","SD Eibar",64,73,7e+05,"Right",180,76,"Spain"
"3215","A. Deiola",22,"Italy","Parma",64,73,675000,"Right",188,85,"Italy"
"3216","J. Bourdouxhe",27,"Belgium","FC Emmen",64,64,375000,"Left",173,68,"Netherlands"
"3217","O. Mandanda",19,"France","FC Girondins de Bordeaux",64,79,8e+05,"Right",178,77,"France"
"3218","W. Geubbels",16,"France","AS Monaco",64,86,1e+06,"Right",185,72,"France"
"3219","K. Alphonse",25,"Ivory Coast","CD Feirense",64,66,450000,"Right",180,74,"Portugal"
"3220","Ricardo Rodrigues",23,"Portugal","CD Aves",64,68,6e+05,"Right",175,67,"Portugal"
"3221","J. Jønsson",25,"Denmark","Atiker Konyaspor",64,69,5e+05,"Right",183,78,"Turkey"
"3222","K. Rimane",27,"France","Paris Saint-Germain",64,66,450000,"Right",180,79,"France"
"3223","D. Payne",22,"United States","Excelsior",64,70,525000,"Right",183,70,"Netherlands"
"3224","M. Özyıldırım",23,"Turkey","Kayserispor",64,72,575000,"Right",180,75,"Turkey"
"3225","S. Pinas",20,"Netherlands","ADO Den Haag",64,75,675000,"Left",183,67,"Netherlands"
"3226","B. Murphy",35,"Republic of Ireland","Cardiff City",64,64,110000,"Right",183,83,"UK"
"3227","F. Ünver",21,"Turkey","Bursaspor",64,76,725000,"Right",183,78,"Turkey"
"3228","Pascu",18,"Spain","Valencia CF",64,82,925000,"Right",180,67,"Spain"
"3229","N. Jambor",22,"Croatia","Rio Ave FC",64,72,650000,"Left",188,76,"Portugal"
"3230","J. Todibo",18,"France","Toulouse Football Club",64,78,850000,"Right",188,81,"France"
"3231","Edu Frias",19,"Spain","RCD Espanyol",64,78,8e+05,"Right",180,79,"Spain"
"3232","W. Bianda",18,"France","Roma",64,81,850000,"Left",185,82,"Italy"
"3233","E. Smith Rowe",17,"England","Arsenal",64,85,975000,"Right",183,64,"UK"
"3234","S. Hughes",21,"England","Leicester City",64,75,675000,"Right",188,80,"UK"
"3235","O. Skipp",17,"England","Tottenham Hotspur",64,83,8e+05,"Right",175,70,"UK"
"3236","H. Traorè",18,"Ivory Coast","Empoli",64,83,925000,"Right",173,65,"Italy"
"3237","A. Borgmann",23,"Germany","VVV-Venlo",64,67,475000,"Left",178,75,"Netherlands"
"3238","G. Scamacca",19,"Italy","PEC Zwolle",64,74,725000,"Right",196,80,"Netherlands"
"3239","H. Wright",20,"United States","FC Schalke 04",64,77,875000,"Right",193,80,"Germany"
"3240","J. Serrano",20,"France","AS Monaco",64,77,775000,"Left",180,65,"France"
"3241","Roberto López",18,"Spain","Real Sociedad",64,84,925000,"Left",170,65,"Spain"
"3242","H. Mahou",18,"France","OGC Nice",64,77,8e+05,"Right",180,77,"France"
"3243","J. Sargent",18,"United States","SV Werder Bremen",64,84,950000,"Right",180,79,"Germany"
"3244","Jauregi",21,"Spain","Levante UD",64,71,650000,"Right",183,81,"Spain"
"3245","A. Mandrea",21,"France","Angers SCO",64,70,450000,"Right",185,78,"France"
"3246","C. Timite",20,"Ivory Coast","Amiens SC",64,77,875000,"Right",178,79,"France"
"3247","M. Samuelsen",21,"Norway","VVV-Venlo",64,75,775000,"Right",188,72,"Netherlands"
"3248","H. Canbazoğlu",30,"Turkey","BB Erzurumspor",64,64,290000,"Right",188,83,"Turkey"
"3249","K. Sanson",21,"France","Montpellier HSC",64,71,650000,"Right",173,64,"France"
"3250","Junio",21,"Brazil","Rio Ave FC",64,74,625000,"Right",183,75,"Portugal"
"3251","E. Oelschlägel",22,"Germany","Borussia Dortmund",64,73,525000,"Right",193,85,"Germany"
"3252","A. Taoui",16,"France","Toulouse Football Club",64,75,7e+05,"Left",178,69,"France"
"3253","C. Stanko",24,"United States","SC Freiburg",64,68,5e+05,"Right",180,81,"Germany"
"3254","M. Dabo",31,"France","Stade Malherbe Caen",64,64,3e+05,"Right",175,65,"France"
"3255","José Mena",20,"Spain","Sevilla FC",64,76,725000,"Right",175,64,"Spain"
"3256","M. van Bergen",18,"Netherlands","SC Heerenveen",64,77,8e+05,"Right",173,62,"Netherlands"
"3257","O. Özenç",25,"Turkey","Antalyaspor",64,69,425000,"Right",190,85,"Turkey"
"3258","E. Nketiah",19,"England","Arsenal",64,84,975000,"Right",175,70,"UK"
"3259","Genís",21,"Spain","Levante UD",64,71,550000,"Right",175,67,"Spain"
"3260","João Mendes",23,"Portugal","CD Tondela",64,69,6e+05,"Right",183,73,"Portugal"
"3261","O. Çelik",26,"Turkey","Antalyaspor",64,65,450000,"Right",183,79,"Turkey"
"3262","D. van Crooij",27,"Netherlands","VVV-Venlo",64,66,375000,"Right",185,75,"Netherlands"
"3263","M. Ali",20,"Saudi Arabia","Vitesse",64,73,6e+05,"Right",185,75,"Netherlands"
"3264","O. Kocuk",22,"Turkey","Bursaspor",64,73,525000,"Right",188,78,"Turkey"
"3265","Kuki Zalazar",20,"Spain","Real Valladolid CF",64,80,1e+06,"Left",175,73,"Spain"
"3266","Miguel",18,"Spain","Real Valladolid CF",64,78,950000,"Right",180,77,"Spain"
"3267","Y. Koné",22,"Mali","LOSC Lille",64,73,6e+05,"Left",175,71,"France"
"3268","S. Karadeniz",21,"Turkey","Trabzonspor",64,74,625000,"Right",178,69,"Turkey"
"3269","M. Marcjanik",23,"Poland","Empoli",64,73,6e+05,"Right",185,83,"Italy"
"3270","Tong Le",25,"China PR","CD Aves",64,66,550000,"Right",175,68,"Portugal"
"3271","Manu Hernando",19,"Spain","Real Madrid",64,76,7e+05,"Right",180,77,"Spain"
"3272","J. Bruijn",21,"Netherlands","SC Heerenveen",64,71,625000,"Right",170,67,"Netherlands"
"3273","Dani Molina",22,"Spain","RC Celta",64,75,675000,"Left",183,72,"Spain"
"3274","Bura",22,"Guinea Bissau","CD Aves",64,70,525000,"Right",183,77,"Portugal"
"3275","Leonardo",25,"Brazil","Portimonense SC",64,69,425000,"Right",188,77,"Portugal"
"3276","D. Telgenkamp",31,"Netherlands","FC Emmen",64,64,270000,"Right",193,103,"Netherlands"
"3277","R. Miller",26,"Panama","CD Feirense",64,68,475000,"Left",190,84,"Portugal"
"3278","R. Kongolo",20,"Netherlands","SC Heerenveen",64,75,675000,"Right",188,78,"Netherlands"
"3279","D. Eckert",21,"Germany","RC Celta",64,76,825000,"Right",180,79,"Spain"
"3280","K. Scherpen",18,"Netherlands","FC Emmen",64,78,750000,"Right",203,85,"Netherlands"
"3281","F. Dimarco",20,"Italy","Parma",64,75,675000,"Left",175,75,"Italy"
"3282","G. Klok",27,"Netherlands","FC Emmen",64,64,375000,"Right",175,78,"Netherlands"
"3283","Moi Delgado",24,"Spain","Real Valladolid CF",64,71,525000,"Left",173,60,"Spain"
"3284","H. Artarslan",24,"Turkey","Trabzonspor",64,67,475000,"Right",190,84,"Turkey"
"3285","F. Soyalp",23,"Turkey","Bursaspor",64,70,6e+05,"Right",175,73,"Turkey"
"3286","A. Legzdins",31,"England","Burnley",64,64,270000,"Right",190,90,"UK"
"3287","M. Lorenzen",23,"Uganda","ADO Den Haag",64,70,625000,"Right",188,86,"Netherlands"
"3288","Gonçalo Cardoso",17,"Portugal","Boavista FC",64,78,8e+05,"Left",188,79,"Portugal"
"3289","D. Furtado",21,"France","Rio Ave FC",64,76,8e+05,"Right",180,67,"Portugal"
"3290","T. Oude Kotte",22,"Netherlands","Excelsior",64,70,525000,"Left",183,80,"Netherlands"
"3291","Diogo Silva",25,"Portugal","CD Tondela",64,67,4e+05,"Right",188,73,"Portugal"
"3292","B. Kuipers",23,"Netherlands","ADO Den Haag",64,68,5e+05,"Left",180,74,"Netherlands"
"3293","A. Jakubech",21,"Slovakia","LOSC Lille",64,75,6e+05,"Right",188,82,"France"
"3294","B. Boutobba",19,"France","Montpellier HSC",64,73,675000,"Left",173,65,"France"
"3295","Kikas",19,"Portugal","Os Belenenses",64,77,850000,"Right",178,71,"Portugal"
"3296","F. Chabrolle",20,"France","Olympique de Marseille",64,75,775000,"Right",170,65,"France"
"3297","A. Özer",25,"Turkey","Fortuna Sittard",64,67,4e+05,"Right",188,80,"Netherlands"
"3298","U. Çakır",22,"Turkey","Trabzonspor",64,71,475000,"Right",188,82,"Turkey"
"3299","D. Parker",22,"Germany","1. FSV Mainz 05",64,72,675000,"Right",175,66,"Germany"
"3300","O. Ayık",28,"Turkey","Akhisar Belediyespor",64,64,450000,"Right",180,77,"Turkey"
"3301","Jesús Areso",18,"Spain","Athletic Club de Bilbao",64,79,825000,"Right",183,70,"Spain"
"3302","P. Ghiglione",21,"Italy","Frosinone",63,75,650000,"Right",188,80,"Italy"
"3303","Gabriel Nunes",23,"Brazil","Boavista FC",63,67,4e+05,"Right",188,86,"Portugal"
"3304","Dani Cárdenas",21,"Spain","Levante UD",63,73,450000,"Right",185,80,"Spain"
"3305","Ricardo Campos",18,"Portugal","Valencia CF",63,79,750000,"Right",178,66,"Spain"
"3306","R. Hack",19,"Germany","TSG 1899 Hoffenheim",63,78,8e+05,"Right",175,69,"Germany"
"3307","Nuno Macedo",19,"Portugal","Moreirense FC",63,72,425000,"Right",183,78,"Portugal"
"3308","A. Reca",23,"Poland","Atalanta",63,69,425000,"Left",188,76,"Italy"
"3309","João Tavares",19,"Portugal","CD Feirense",63,74,6e+05,"Right",175,70,"Portugal"
"3310","L. Schoofs",21,"Belgium","NAC Breda",63,71,475000,"Right",185,72,"Netherlands"
"3311","E. Loiodice",17,"France","Dijon FCO",63,85,8e+05,"Left",175,62,"France"
"3312","Paulo Vítor",29,"Brazil","Rio Ave FC",63,64,290000,"Right",196,89,"Portugal"
"3313","Víctor Fernández",20,"Spain","Newcastle United",63,80,8e+05,"Right",175,70,"UK"
"3314","Carlos Doncel",21,"Spain","RCD Espanyol",63,71,550000,"Left",170,64,"Spain"
"3315","Miguel Luís",19,"Portugal","Sporting CP",63,78,775000,"Right",178,71,"Portugal"
"3316","T. Ünlü",28,"Germany","BB Erzurumspor",63,63,290000,"Right",183,75,"Turkey"
"3317","J. Jacobs",20,"Netherlands","AZ Alkmaar",63,75,650000,"Left",183,74,"Netherlands"
"3318","O. Kökçü",17,"Netherlands","Feyenoord",63,80,725000,"Right",180,70,"Netherlands"
"3319","I. Sayan",25,"Turkey","Sivasspor",63,66,475000,"Right",168,61,"Turkey"
"3320","O. Güler",23,"Turkey","Akhisar Belediyespor",63,69,5e+05,"Right",180,74,"Turkey"
"3321","A. Disasi",20,"France","Stade de Reims",63,74,550000,"Right",190,86,"France"
"3322","O. Stijepović",18,"Montenegro","Sampdoria",63,77,750000,"Left",178,68,"Italy"
"3323","O. Solet",18,"France","Olympique Lyonnais",63,83,675000,"Right",193,81,"France"
"3324","F. Sierralta",21,"Chile","Parma",63,77,725000,"Right",190,83,"Italy"
"3325","A. Georgen",19,"France","Paris Saint-Germain",63,80,7e+05,"Right",173,67,"France"
"3326","J. Gorenc Stanković",22,"Slovenia","Huddersfield Town",63,76,625000,"Right",190,78,"UK"
"3327","H. Ben Moussa",26,"Morocco","FC Emmen",63,65,450000,"Right",180,74,"Netherlands"
"3328","M. Anderson",20,"Iceland","Excelsior",63,76,7e+05,"Right",180,69,"Netherlands"
"3329","C. Gakpo",19,"Netherlands","PSV",63,78,8e+05,"Right",188,76,"Netherlands"
"3330","J. Carolina",19,"Curacao","NAC Breda",63,74,525000,"Left",178,74,"Netherlands"
"3331","F. Doré",29,"Congo","Angers SCO",63,63,375000,"Right",193,85,"France"
"3332","T. Zwarthoed",35,"Netherlands","NAC Breda",63,63,90000,"Right",188,89,"Netherlands"
"3333","M. Obafemi",17,"Republic of Ireland","Southampton",63,78,750000,"Right",170,71,"UK"
"3334","G. Pinto",26,"Italy","Parma",63,64,350000,"Left",183,76,"Italy"
"3335","E. Gertmonas",22,"Lithuania","Stade Rennais FC",63,74,5e+05,"Right",193,92,"France"
"3336","R. Kolo-Muani",19,"DR Congo","FC Nantes",63,71,525000,"Right",188,73,"France"
"3337","C. Bramall",22,"England","Arsenal",63,70,425000,"Left",178,72,"UK"
"3338","Ezkieta",21,"Spain","FC Barcelona",63,75,525000,"Right",193,78,"Spain"
"3339","Dani Gómez",19,"Spain","Real Madrid",63,77,8e+05,"Right",178,70,"Spain"
"3340","P. Sabbag",21,"Colombia","CD Tondela",63,77,825000,"Left",188,81,"Portugal"
"3341","O. Boussaid",18,"Belgium","FC Utrecht",63,77,750000,"Left",165,66,"Netherlands"
"3342","Jaquité",22,"Guinea Bissau","CD Tondela",63,73,525000,"Right",173,65,"Portugal"
"3343","Zé Pedro",21,"Portugal","CD Feirense",63,71,550000,"Left",175,69,"Portugal"
"3344","J. Bohui",19,"England","Manchester United",63,76,7e+05,"Right",175,75,"UK"
"3345","Y. Benrahou",19,"Morocco","FC Girondins de Bordeaux",63,79,8e+05,"Left",170,62,"France"
"3346","M. Tumminello",19,"Italy","Atalanta",63,79,8e+05,"Left",180,76,"Italy"
"3347","Guilherme Oliveira",23,"Portugal","Os Belenenses",63,68,350000,"Right",188,81,"Portugal"
"3348","J. Rose",23,"England","Southampton",63,71,4e+05,"Right",183,75,"UK"
"3349","D. Sinik",19,"Turkey","Antalyaspor",63,77,8e+05,"Left",175,66,"Turkey"
"3350","D. Bertrand",25,"France","Angers SCO",63,66,475000,"Left",175,64,"France"
"3351","Ricardo Almeida",21,"Portugal","Moreirense FC",63,70,525000,"Right",183,75,"Portugal"
"3352","M. Rigione",27,"Italy","Chievo Verona",63,63,3e+05,"Right",185,82,"Italy"
"3353","A. Meyer",27,"Germany","VfB Stuttgart",63,66,3e+05,"Right",196,88,"Germany"
"3354","M. Şengezer",21,"Turkey","Bursaspor",63,74,5e+05,"Right",188,78,"Turkey"
"3355","A. Da Cruz",21,"Netherlands","Parma",63,73,6e+05,"Right",183,75,"Italy"
